loestrin,0.0011677979435835012
fe,-0.09356569431571649
1,0.010560025491617803
5,-0.010595069806296126
30,0.013725598981589038
12,-0.02975644244417658
year,0.0357995840136176
control,0.036918089517752564
cyst,-0.018423793504650277
made,0.05037079468716542
period,-0.1172468130078277
heavy,-0.1071324125502857
irregular,-0.24054719744126235
doctor,-0.07110679743883058
retired,0.46036599316445226
new,0.015612275678380343
ob,0.03980258950744772
thought,-0.21909759894301845
43,-0.015019502201749232
take,0.08093713610895756
5m,0.356713726007177
norvasc,-0.941844614254961
hereditary,-0.02975415223258643
hbp,0.025804843720520887
switch,-0.18883762197389253
low,-0.01767354955700523
dose,-0.04565669739629502
20,0.03536062694466596
doubt,0.029231673177976286
said,-0.11716614715741963
would,0.01434939773105412
consistant,0.025137604262736174
keeping,-0.5254299414777786
away,0.01631949058453447
regulated,-0.17220717446970368
lower,-0.22423416876363225
often,-0.23786782735915163
help,-0.14546335084931752
might,-0.03549265583619875
spotting,-0.10178654903212385
issue,-0.015145568165543334
well,-0.06628784158901607
9,0.0074530653977356726
month,-0.018931491606244057
later,-0.0925396275649315
still,-0.0891299785381875
pain,-0.10094846292996107
suspect,-0.13915699038954704
back,-0.00676445866395213
make,-0.03826304704931682
crave,-0.2394484797603459
sweet,-0.092649283770016
eat,-0.031012303500802668
vegan,0.07180067266316141
weight,-0.17347463912239827
fine,0.012966980799763439
moody,-0.2779085799352129
thank,0.1870766106573375
god,0.23224555913036782
family,0.07122250208462644
understanding,0.032212625084500415
never,-0.15997027423865373
higher,-0.25608006067441497
switching,-0.31059772401375746
cramp,-0.18059766655414547
vaginal,-0.39260307691886087
dryness,-0.24333054458885492
problem,-0.0024293378524690157
start,-0.0775330636268492
last,-0.08419466590559804
week,-0.04230225414496955
pill,0.0007364095474261811
2,-0.016768158794818244
plus,-0.03414064042333878
afterwards,0.09738014340480405
one,0.08188133375812454
benefit,0.013162141858691967
sex,-0.11942365383345922
drive,-0.09215459487700886
roof,-0.22442119608165645
migraine,-0.010913539970096642
since,-0.014742190332742627
early,-0.13492324713210313
could,-0.017913075674666545
remember,0.09557963070125935
six,0.11089904018521854
old,-0.008232688893586138
maybe,-0.09639930704786531
earlier,0.0036374364531421566
spend,0.11979933603458087
much,-0.05128182407736842
adolesence,-0.47336114583638034
teen,-0.3478915247952785
hood,0.5146664544063533
hotpacks,1.3911074563490804
coldpacks,1.3911074563490804
mom,0.05489856567381851
tickling,-1.380251462673793
struck,0.28563107631879553
attack,0.005527756125827454
lot,-0.10635632957047275
vomiting,-0.3553124465507297
cry,-0.46388904477185966
wanting,-0.16020620477676215
die,-0.241853484172025
imitrex,-0.5623468447467355
changed,0.16659825662912936
taking,-0.027422510007127116
nearly,0.0899042477937068
ten,0.10192609877625675
typically,-0.20960520021935736
described,0.0774787504379462
side,-0.0007805695999831275
effect,0.0044200931652391695
within,0.17446131200066428
hour,0.06558412494099927
slowly,0.05958465267558672
fade,-0.21042825428358736
replaced,0.040768287099273715
blessed,-0.04977298182365053
feeling,-0.13069493459653564
elation,-0.15785904133734507
gone,0.028937685548626302
feel,-0.048580378827869516
oddly,0.004578662640491921
empty,-0.2123191343807932
happy,0.022555232215355936
definately,-0.14103750376401603
triptans,-0.5278085708353577
weakness,-0.7679841500906146
exhaustion,-0.4119123477495128
tingling,-0.1170007172763427
tongue,-0.3137736670702637
eye,-0.1636651509222974
sleepy,-0.1939058420829679
general,-0.08304578802787478
nauseated,-0.12041939087857662
least,-0.004825657310930709
entire,-0.03738783395913625
like,-0.05706046419808952
huge,0.05875282323069696
pressing,0.35565997539524885
everything,0.0537371054749714
massive,-0.16221840008210936
effort,0.017571185841676107
generic,-0.015541644254094766
verapimil,0.3911078700751995
effective,-0.42262296549440714
case,0.13311045313026043
constipation,-0.10290621198048516
weak,-0.4998609348435632
stomach,-0.16774865225854438
suffer,0.13163559644632838
diarrhea,-0.22876567702619727
positive,-0.07195519684283291
yr,0.01700629969744996
boy,-0.11978371903470186
prescribed,0.08565404503993608
sister,-0.05817666449107284
flu,-0.29042185919372443
throw,-0.23258361416711082
every,0.04068065626392017
time,-0.04264072820475763
gave,0.11984207927976259
wake,-0.08247247275506087
almost,0.014908472857405654
night,-0.061052550654262655
uncontrollably,-0.3505048162180142
seemed,-0.23103249449246538
sad,-0.09432232116932468
tamiflu,0.03503267692156237
appetite,-0.12240631652608447
want,-0.12796673157909208
anymore,-0.04605641817813231
terrified,0.13582372996666064
stuff,0.04682835837475785
anyway,-0.0035547112995584773
get,-0.025477739445579767
upset,-0.13910433882227238
see,-0.19087833696019246
bottle,0.12452027369096313
guessing,-0.12286353761694555
solution,0.04296961796412688
thick,-0.05634342680712917
know,-0.10435173161950297
trouble,-0.10149900340475027
sleeping,-0.1190716354501028
irritable,-0.28885939904038005
throwing,-0.5045663480623496
quicker,-0.2662217901956794
orgasm,-0.31060766543663054
strange,-0.1526074326151507
restlessness,-0.27655600572206196
especially,-0.18631519750899064
arm,-0.5003622693649277
leg,-0.4685669653730584
chair,-0.04000872019803314
felt,-0.07400922107629715
right,-0.035882396579024464
first,-0.052067029989117
sit,-0.18581055843168298
increase,-0.17599256368219218
anxiety,-0.03912095163197807
depression,-0.0829116100868002
slight,-0.49972730069222226
subsided,-0.00024323408161530669
grateful,-0.22652050071296714
took,-0.04160268436730119
drug,0.08080373987608591
taken,0.06085611690496341
lightly,-0.05232614704257926
teenage,-0.15143270248513124
continued,-0.15436918256620707
bad,-0.033307297411948725
acne,-0.07429129279506187
resort,0.03978503709841008
tried,0.07364991592713299
else,-0.14919283718817022
worked,-0.2493933051414977
though,-0.17618363895162092
small,-0.030968324172105544
outbreak,-0.24783409727110273
hardly,-0.02627280527881004
noticable,-0.43119293420645877
extreme,-0.4569767879198728
three,-0.007730757362533466
skin,0.017379472387158687
oily,-0.499911186026614
sensitive,-0.013201229319601542
sun,-0.0003939401453285085
tanned,0.35671372600717705
burned,-0.26527961370647696
use,0.06303325651526961
sunscreen,-1.145981220445306
long,0.004847172400062633
term,-0.13570736984429868
hair,-0.18980241630388592
growth,-0.09650956737382509
person,0.1285371041738462
accutane,-0.09174181504070111
3,-0.005414873177658791
4,0.02247241380724066
dark,-0.030972047735845748
grow,-0.04910527765602185
chin,-0.22407214794316035
neck,-0.30039742402570435
area,-0.10884078363399778
female,-0.020864074746184194
easily,-0.13097478182127592
tweased,1.3911074563490804
electrolysis,-0.6432862739928229
1982,-0.11721725958262441
suffered,0.1875871588100651
go,-0.030123392804211883
emergency,-0.2742586970635382
room,0.004110159750860876
even,-1.6584428963017928e-05
admitted,-0.6683160119264024
dehydration,0.07961912844073221
severe,-0.2536467130428011
dr,-0.10989261988368665
started,-0.07958414269387418
fioricet,-1.9182928607140108
codiene,-0.5322545561188431
miracle,-0.5518922276754925
daily,-0.08835886557680533
basis,-0.02977738635889421
keep,-0.10757838154207444
headache,-0.12725296456506563
high,0.020684330696318885
medication,0.08574613115529942
sole,-0.14636336195098876
purpose,0.005205801588757969
controlling,-0.2544053846652129
find,-0.02804452139906516
bulk,0.23118326630377367
drink,-0.12182499663562818
smoke,-0.2623400964902063
however,-0.3284706940658413
functional,0.1636110753344941
human,0.3068473109375217
life,0.2394896600383079
raised,-0.08034957658493413
two,0.026323573789709998
son,-0.10036572929808862
say,-0.021860031743959285
medical,-0.06578971731321703
profession,-0.1526108837263005
may,-0.050061873434668724
older,0.04806624740009731
people,0.14104335770938847
work,-0.033417852030798556
great,-0.24222778107080745
kept,0.05893180172565918
put,0.0021700271209063177
hospital,-0.11092089679109152
full,0.03129590473922028
job,-0.10078106004708667
mother,0.08979780813109894
functioning,0.11313647646464942
grandmother,0.13223304668030555
please,-0.2699854519533731
u,0.13407132414146006
patient,0.16324273341064918
let,0.08498078780267745
try,-0.04434387255281701
absolutely,0.19382554392395843
none,-0.759155539835273
burst,-0.23676568620657984
regimen,-0.1685830576076051
lamisil,-0.1996885706987227
experienced,-0.04233876030080257
loss,-0.1252439377396718
stopped,-0.1624704695386457
med,0.009771103863294175
significant,-0.08675762111915084
result,0.032499115956829305
lamasil,-0.49428666537129573
np,0.3422740022040011
allowed,0.11718351755390771
unique,-0.23324897873088513
regiment,0.08185433732708418
successful,-0.12543746918533033
husband,-0.029261403184901003
serious,0.025511270416112564
10,-0.007057541897896147
toe,-0.10319389074484289
affected,-0.011783382411657939
mine,0.08806242840239432
absolutelty,1.1355302573875696
noticed,-0.19764377553309365
good,-0.09667817904109627
nail,-0.2706521502107316
unfortunately,-0.16238680270194
ago,-0.06034076098267751
became,-0.27175952267787234
worse,-0.3906278344494968
yesterday,-0.3797581250342695
lost,0.06122429238064851
50,-0.09257019310404052
bathing,0.20143593497773588
blowdrying,1.1355302573875696
brushing,-0.02231110790183219
luckily,0.13064556807282884
head,-0.1608891935661203
look,-0.060516776991301924
ok,-0.16878164853828279
substantially,0.028798044743389872
thinner,-0.21543964838790094
next,-0.0934991109508424
dos,0.012987896538367572
guess,-0.22107567292362149
seek,-0.1680185346669686
lazer,-0.47336114583638034
therapy,0.009436982217942869
fungus,-0.14662403500099852
thee,0.44768777594431663
news,0.10345240753621487
reassured,-0.5180047207637929
reversable,0.11160135488477585
injection,0.02330086722986202
day,-0.03229036784882865
little,-0.17619402764109005
born,0.0870679574501993
sleep,-0.03265182977845327
getting,-0.08330094598068087
home,0.08950768496721884
cried,-0.39395403915263516
mood,-0.12312537874749743
constantly,-0.27704369118582606
shifting,0.07517824674733803
really,-0.16499868073745028
hate,-0.17044987250214427
shot,-0.0028708439064942803
done,0.04106531178774536
previously,0.03040075889403479
crazy,-0.20153646980197681
woman,0.004025950636036835
also,-0.09885558425753364
anxious,-0.08858000741284155
apperant,1.1355302573875696
reason,-0.14170239532908888
recommend,0.2151728921334756
medicine,0.05842634790371511
worst,-0.37075119265013345
enemy,-1.074324871085587
falling,-0.15490901003543917
moodswings,-0.4616703697917946
constant,-0.25083691096513916
bleeding,-0.20768714171021976
marriage,0.03729809271307987
ready,-0.012625157672344345
collapse,-0.10682181866470697
moodiness,-0.47988927017244365
bodyaches,-0.11721705683999925
decreased,-0.26335416407149387
gain,-0.1918338499185442
15,-0.05930390710235056
pound,-0.06802804880194953
hot,-0.14519024014437992
flash,-0.19566069832041236
fib,0.1484002899303324
ekg,-0.7628673915285422
cardiologist,-0.4098990730230915
cardioversion,-0.7661426235339283
twice,-0.0032349502114903395
normal,0.09309940722751742
got,-0.020682351267162113
eventually,-0.04821254070390476
heartbeat,-0.2676012520079237
better,-0.01772649068980031
minute,0.1344910322464078
pretty,-0.25787035820395804
tough,-0.15313956113574506
walking,-0.2119005174800227
going,-0.17983536503884998
stair,-0.2641815748577908
pacemaker,0.15906842914032815
flecainide,-0.08807071842129066
contributing,-0.3247896594912313
cold,-0.04150722411727621
intolerance,-0.37078097111502256
looking,-0.06338199142705357
forward,-0.055825802572199046
summer,-0.06343096033565965
technology,0.08185431922506327
wonderful,-0.334911583432447
limit,-0.1298168953273945
adjusting,-0.5391326429390135
cannot,-0.15737460807878378
master,-0.1272706708182634
swimming,-0.01793109762165257
program,0.013078221147408697
rated,-0.3040747115378439
coumadin,-0.4184462460367683
understand,0.027352778510000883
game,0.11455854636184129
town,0.25163216705851427
rather,-0.057318712803349825
without,0.05702204957375234
foot,-0.3115057328142828
hand,-0.16230213379083291
faster,-0.162997005651205
used,-0.03288706364475724
love,-0.3751612346336878
winter,-0.21378952280096675
skiing,0.2751003912815904
quit,-0.00571817926968872
90,0.012035805936929288
fast,0.09477745202342877
abrasion,-0.058323519843400784
ooze,-0.3922241412021654
bit,-0.32770686993802545
cut,-0.14983707996572782
