['второй'],0.011334661276172858
['день'],-0.09950963069012259
['мочь'],-0.045262108740230345
['дозваниваться'],-1.6007317111333186
['регистратура'],-0.6735737286549656
['явно'],-0.563250338537848
['снимать'],-0.216068587180478
['трубка'],-2.415004802873542
['класть'],-0.3146752759769681
['рядом'],-0.013809868009353521
['посему'],-0.898884116290787
['отзыв'],0.0005388295833910206
['отрицательный'],0.00665323206776805
['выражать'],-2.9690091490939166
['благодарность'],-3.2782666227625112
['медсестр'],-0.1764132024036933
['физитерапевтический'],1.1377176102321953
['кабинет'],-0.4322456214973237
['царев'],-0.0107116827749405
['галин'],-1.745099787107643
['валерьевне'],-2.118860732424066
['приветливать'],-0.843097479079468
['улыбчивый'],-1.3718202540636701
['находить'],0.01047816511938826
['подход'],-0.8526652165325933
['сам'],-0.0230528094078795
['капризный'],-0.2712580148768424
['пациент'],-0.015877860428713628
['поздравлять'],-2.4850950821421094
['приближаться'],-0.05339402227951928
['медицинский'],0.0073947107384848
['работник'],-0.012486508296463382
['просить'],-0.581145147671947
['главный'],-0.01313071788165987
['врач'],-0.01339582031749962
['отмечать'],-0.5107006412596224
['работа'],0.01138513468845223
['прекрасный'],-1.1606479577046311
['медсестра'],-0.007325522692897109
['записываться'],-0.5777700282360336
['консультация'],0.010043136776210451
['первый'],0.011830862557444602
['впечатление'],0.011363246804691252
['хороший'],-0.33369717099514107
['последовать'],0.008801661342655032
['визит'],-0.14166016162521722
['разочаровывать'],-0.6785845016879122
['задержаться'],-0.015071075241405815
['долгий'],-0.181600373758953
['ожидание'],-0.04221055055492079
['созвониться'],-0.15791668727128855
['очень'],-0.39552276932857966
['проблематичный'],-0.4329235777292587
['процедура'],-0.046106538973140154
['проверка'],-0.334683539342296
['проходимость'],-0.028633533947830817
['маточный'],-0.2807732791956885
['труба'],-0.022867440598935182
['просто'],-0.062801413018792
['забывать'],-0.023066952675650315
['назначать'],-0.013192668177061315
['антибиотик'],-0.5996922843146039
['противогрибковый'],-0.15791705094723374
['препарат'],-0.07147322797135161
['начинаться'],-0.16014975930945724
['жуткий'],-0.23710584229045367
['молочница'],-0.1936380919577082
['хотя'],-0.22326555078077492
['вина'],-0.3788868726818555
['признавать'],-0.5322982327951475
['легкий'],-0.04934777939857288
['попадать'],-0.025490339455830194
['закреплённый'],0.8742896211211164
['отправлять'],-0.5470288677134265
['дежурный'],-0.2118212102730938
['место'],-0.1855295084653803
['оказываться'],-0.07786424644838175
['пер'],-0.030670211171315298
['домный'],0.8742897450830681
['очереди'],-0.35101430366947806
['сидеть'],-0.6985137628830085
['еще'],-0.07816010807297658
['родитель'],0.0028398701244664957
['ребенок'],-0.11306028452214159
['температура'],-1.2484153302686989
['отправляться'],-0.13662590901445754
['искать'],-0.05562112321936402
['10'],-0.18943366324036642
['минута'],-0.3809177110853365
['вернуться'],-0.008619452070360217
['раздраженный'],-0.4663910898382276
['забирать'],-0.3946291720781229
